"","budget","id","popularity","Earnings","runtime","vote_average","vote_count","Distributor","Title","Director","actor.1","actor.2","actor.3","year","Action","Adventure","Animation","Comedy","Crime","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western","count"
"964",35000000,4148,20.360549,75225693,119,6.7,796,"DreamWorks SKG","Revolutionary Road","Sam Mendes","Leonardo DiCaprio","Michael Shannon","Michael Shannon",2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54
"965",55000000,2207,32.31022,65664721,105,6.2,661,"Donners' Company","16 Blocks","Richard Donner","Bruce Willis","David Morse","David Morse",2006,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"966",70000000,9381,27.568194,72108608,101,5.4,676,"StudioCanal","Babylon A.D.","Mathieu Kassovitz","Vin Diesel","Mélanie Thierry","Mélanie Thierry",2008,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
"967",45000000,20856,13.707183,57881056,86,5.3,244,"Twentieth Century Fox ","Aliens in the Attic","John Schultz","Carter Jenkins","Kevin Nealon","Kevin Nealon",2009,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,161
"968",35000000,5955,12.495436,29400000,123,6.5,215,"Epsilon Motion Pictures","The Pledge","Sean Penn","Jack Nicholson","Helen Mirren","Helen Mirren",2001,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8
"969",45000000,9899,6.803965,38058335,134,6.1,151,"Sony Pictures","The Producers","Susan Stroman","Matthew Broderick","Will Ferrell","Will Ferrell",2005,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71
"970",45000000,9826,9.025236,17300889,100,4.7,136,"Paramount Pictures","The Phantom","Simon Wincer","Billy Zane","Treat Williams","Treat Williams",1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"971",44000000,10858,3.770161,13681765,192,7.1,71,"Hollywood Pictures","Nixon","Oliver Stone","Anthony Hopkins","Powers Boothe","Powers Boothe",1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14
"972",45000000,11439,21.118196,60222298,128,6.7,670,"Studio Babelsberg","The Ghost Writer","Roman Polanski","Ewan McGregor","Jon Bernthal","Jon Bernthal",2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15
"973",45000000,9457,6.513856,11203026,106,6,154,"Hollywood Pictures","Deep Rising","Stephen Sommers","Treat Williams","Anthony Heald","Anthony Heald",1998,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14
"974",45000000,13184,14.813057,42487390,99,5,332,"Virtual Studios","Bangkok Dangerous","Danny Pang","Nicolas Cage","Charlie Yeung","Charlie Yeung",2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"975",40000000,2185,5.201688,8493890,85,6.3,80,"Touchstone Pictures","Big Trouble","Barry Sonnenfeld","Tim Allen","Patrick Warburton","Patrick Warburton",2002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25
"976",45000000,6639,5.361699,4607608,139,6.4,81,"New Line Cinema","Love in the Time of Cholera","Mike Newell","Javier Bardem","Benjamin Bratt","Benjamin Bratt",2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136
"977",45000000,38153,3.848893,2154540,103,4,11,"Hollywood Pictures","Shadow Conspiracy","George P. Cosmatos","Charlie Sheen","Linda Hamilton","Linda Hamilton",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
"978",45000000,58233,35.6585,160078586,101,6,1007,"Universal Pictures","Johnny English Reborn","Oliver Parker","Rowan Atkinson","Gillian Anderson","Gillian Anderson",2011,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,286
"979",44500000,68734,62.01056,232324128,120,7.1,3423,"GK Films","Argo","Ben Affleck","Ben Affleck","Alan Arkin","Alan Arkin",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"980",44000000,5503,54.884297,368875760,130,7.2,1220,"Warner Bros.","The Fugitive","Andrew Davis","Harrison Ford","Sela Ward","Sela Ward",1993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
"981",40000000,27573,33.747825,1.36e+08,110,5.5,858,"Columbia Pictures","The Bounty Hunter","Andy Tennant","Gerard Butler","Gio Perez","Gio Perez",2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"982",44000000,1369,38.653969,300400432,96,6.3,864,"TriStar Pictures","Rambo: First Blood Part II","George P. Cosmatos","Sylvester Stallone","Charles Napier","Charles Napier",1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40
"983",2600000,10895,46.007991,84300000,88,6.9,1355,"RKO Radio Pictures","Pinocchio","Ben Sharpsteen","Mel Blanc","Walter Catlett","Walter Catlett",1940,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"984",44000000,10935,5.380124,3484331,219,6.4,55,"United Artists","Heaven's Gate","Michael Cimino","Kris Kristofferson","John Hurt","John Hurt",1980,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,61
"985",50000000,834,49.020045,111340801,106,6.4,1528,"Lakeshore Entertainment","Underworld: Evolution","Len Wiseman","Kate Beckinsale","Tony Curran","Tony Curran",2006,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21
"986",40000000,228066,24.821138,34227298,109,5.6,685,"Twentieth Century Fox ","Victor Frankenstein","Paul McGuigan","James McAvoy","Jessica Brown Findlay","Jessica Brown Findlay",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,161
"987",43000000,711,19.043286,80049764,136,7,302,"Fountainbrge Films","Finding Forrester","Gus Van Sant","Sean Connery","F. Murray Abraham","F. Murray Abraham",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"988",45000000,10027,25.999888,50871113,103,6.6,518,"Canal Plus","Unleashed","Louis Leterrier","Jet Li","Bob Hoskins","Bob Hoskins",2005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"989",43000000,11812,18.65632,68696770,84,5.3,280,"Konrad Pictures","The Sweetest Thing","Roger Kumble","Cameron Diaz","Thomas Jane","Thomas Jane",2002,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"990",42000000,37233,23.736535,270248367,154,6.6,501,"Paramount Pictures","The Firm","Sydney Pollack","Tom Cruise","Gene Hackman","Gene Hackman",1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,269
"991",44000000,37950,21.75433,48190704,99,6.8,566,"Universal Pictures","Charlie St. Cloud","Burr Steers","Zac Efron","Charlie Tahan","Charlie Tahan",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"992",40000000,27582,44.094856,51070807,93,6.3,1045,"CBS Films","The Mechanic","Simon West","Jason Statham","Donald Sutherland","Donald Sutherland",2011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
"993",42000000,64688,62.714026,201585328,109,6.7,4074,"Columbia Pictures","21 Jump Street","Phil Lord","Channing Tatum","Brie Larson","Brie Larson",2012,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,224
"994",45000000,7443,31.789029,224834564,84,6.5,1150,"DreamWorks SKG","Chicken Run","Nick Park","Mel Gibson","Timothy Spall","Timothy Spall",2000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,54
"995",42000000,5966,33.238296,171963386,90,5.8,773,"Jersey Films","Along Came Polly","John Hamburg","Ben Stiller","Philip Seymour Hoffman","Philip Seymour Hoffman",2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"996",40000000,11066,6.420434,70100000,117,5.4,134,"Paramount Pictures","Boomerang","Reginald Hudlin","Eddie Murphy","Halle Berry","Halle Berry",1992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,269
"997",43000000,136795,37.654688,158674180,117,6.5,1575,"Ingenious Film Partners","The Heat","Paul Feig","Sandra Bullock","Demián Bichir","Demián Bichir",2013,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"998",31115000,8095,13.244365,7.1e+07,248,6.7,146,"Twentieth Century Fox ","Cleopatra","Joseph L. Mankiewicz","Elizabeth Taylor","Rex Harrison","Rex Harrison",1963,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,161
"999",0,87826,26.799913,73100172,105,6,593,"Columbia Pictures","Here Comes the Boom","Frank Coraci","Salma Hayek","Henry Winkler","Henry Winkler",2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1000",42000000,11560,14.046705,63781810,115,6.1,184,"Twentieth Century Fox ","High Crimes","Carl Franklin","Ashley Judd","Jim Caviezel","Jim Caviezel",2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,161
"1001",32000000,2637,14.733513,55157539,119,6.1,305,"Lakeshore Entertainment","The Mothman Prophecies","Mark Pellington","Richard Gere","Will Patton","Will Patton",2002,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21
"1002",32000000,709,28.22119,156167015,133,5.9,541,"Eon Productions","Licence to Kill","John Glen","Timothy Dalton","Robert Davi","Robert Davi",1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
"1003",42000000,49730,45.151657,89162162,100,5.6,922,"Appian Way","Red Riding Hood","Catherine Hardwicke","Amanda Seyfried","Billy Burke","Billy Burke",2011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3
"1004",60000000,2749,15.205371,56359980,120,5.7,191,"New Line Cinema","15 Minutes","John Herzfeld","Robert De Niro","Edward Burns","Edward Burns",2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,136
"1005",48000000,9607,14.587367,20915465,104,4,232,"Hollywood Pictures","Super Mario Bros.","Annabel Jankel","Bob Hoskins","Dennis Hopper","Dennis Hopper",1993,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"1006",42000000,1830,34.828241,24127895,122,7,1335,"Saturn Films","Lord of War","Andrew Niccol","Nicolas Cage","Jared Leto","Jared Leto",2005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5
"1007",31000000,79,23.607392,177394432,99,7.2,635,"Beijing New Picture Film Co. Ltd.","Hero","Zhang Yimou","Jet Li","Maggie Cheung","Maggie Cheung",2002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1008",40000000,54054,19.438503,36893721,91,5.3,388,"Lakeshore Entertainment","One for the Money","Julie Anne Robinson","Katherine Heigl","Daniel Sunjata","Daniel Sunjata",2012,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,21
"1009",44000000,228967,74.168016,12342632,112,6.1,2304,"Columbia Pictures","The Interview","Seth Rogen","James Franco","Lizzy Caplan","Lizzy Caplan",2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1010",33000000,27936,7.663515,1.4e+07,100,6.8,148,"France 2 Cin\u00e9ma","Micmacs","Jean-Pierre Jeunet","Dany Boon","André Dussollier","André Dussollier",2009,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1011",41000000,65,32.798571,2.15e+08,110,6.8,1626,"Imagine Entertainment","8 Mile","Curtis Hanson","Eminem","Brittany Murphy","Brittany Murphy",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"1012",65000000,9476,36.670399,117487473,132,6.6,907,"Columbia Pictures","A Knight's Tale","Brian Helgeland","Heath Ledger","Shannyn Sossamon","Shannyn Sossamon",2001,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,224
"1013",40000000,745,73.085576,672806292,107,7.7,3147,"Spyglass Entertainment","The Sixth Sense","M. Night Shyamalan","Bruce Willis","Olivia Williams","Olivia Williams",1999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,14
"1014",42000000,49527,34.041407,46221189,102,6.2,925,"Summit Entertainment","Man on a Ledge","Asger Leth","Sam Worthington","Jamie Bell","Jamie Bell",2012,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40
"1015",41000000,73937,9.419726,7448385,100,5.6,248,"Ingenious Media","The Big Year","David Frankel","Owen Wilson","Jack Black","Jack Black",2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1016",8000000,1885,28.456572,90815558,126,6.9,891,"Columbia Pictures","The Karate Kid","John G. Avildsen","Ralph Macchio","William Zabka","William Zabka",1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1017",40000000,168672,49.664128,251171807,138,6.8,2807,"Columbia Pictures","American Hustle","David O. Russell","Christian Bale","Amy Adams","Amy Adams",2013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224
"1018",40000000,18240,36.238968,317375031,108,6.7,1804,"Touchstone Pictures","The Proposal","Anne Fletcher","Sandra Bullock","Mary Steenburgen","Mary Steenburgen",2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,25
"1019",70000000,10398,19.439386,177841558,105,6.2,278,"Paramount Pictures","Double Jeopardy","Bruce Beresford","Tommy Lee Jones","Bruce Greenwood","Bruce Greenwood",1999,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,269
"1020",40000000,165,43.345252,3.32e+08,108,7.4,3829,"Universal Pictures","Back to the Future Part II","Robert Zemeckis","Michael J. Fox","Lea Thompson","Lea Thompson",1989,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,286
"1021",40000000,240832,115.241998,126546825,89,6.3,5878,"Universal Pictures","Lucy","Luc Besson","Scarlett Johansson","Choi Min-sik","Choi Min-sik",2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,286
"1022",40000000,216015,98.755657,571006128,125,5.2,3254,"Focus Features","Fifty Shades of Grey","Sam Taylor-Johnson","Dakota Johnson","Jennifer Ehle","Jennifer Ehle",2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36
"1023",38000000,12279,21.998734,197011982,84,4.7,511,"Dimension Films","Spy Kids 3-D: Game Over","Robert Rodriguez","Antonio Banderas","Alexa PenaVega","Alexa PenaVega",2003,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1024",40000000,1645,25.219805,152266007,149,7,509,"Regency Enterprises","A Time to Kill","Joel Schumacher","Matthew McConaughey","Samuel L. Jackson","Samuel L. Jackson",1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,29
"1025",40000000,11007,26.516624,190212113,98,6,699,"Twentieth Century Fox ","Cheaper by the Dozen","Shawn Levy","Steve Martin","Piper Perabo","Piper Perabo",2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161
"1026",40000000,193756,37.084384,149295601,121,7.4,1526,"Universal Pictures","Lone Survivor","Peter Berg","Mark Wahlberg","Emile Hirsch","Emile Hirsch",2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,286
"1027",40000000,11287,21.661028,107458785,128,6.7,354,"Columbia Pictures","A League of Their Own","Penny Marshall","Tom Hanks","Madonna","Madonna",1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1028",40000000,259693,68.794673,320170008,134,7,1949,"New Line Cinema","The Conjuring 2","James Wan","Patrick Wilson","Madison Wolfe","Madison Wolfe",2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136
"1029",40000000,37799,69.27822,224920315,120,7.1,3391,"Columbia Pictures","The Social Network","David Fincher","Jesse Eisenberg","Justin Timberlake","Justin Timberlake",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"1030",40000000,10184,26.253357,177259441,129,6.2,959,"New Line Cinema","He's Just Not That Into You","Ken Kwapis","Ben Affleck","Drew Barrymore","Drew Barrymore",2009,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,136
"1031",45000000,4257,32.549282,178262620,83,5.3,750,"Dimension Films","Scary Movie 4","David Zucker","Anna Faris","Craig Bierko","Craig Bierko",2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"1032",40000000,4234,24.992057,161834276,116,5.7,736,"Konrad Pictures","Scream 3","Wes Craven","David Arquette","Courteney Cox","Courteney Cox",2000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
"1033",40000000,196,45.769562,244527583,118,7.1,2900,"Universal Pictures","Back to the Future Part III","Robert Zemeckis","Michael J. Fox","Mary Steenburgen","Mary Steenburgen",1990,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,286
"1034",40000000,257091,36.301202,111811453,100,5.9,944,"Gary Sanchez Productions","Get Hard","Etan Cohen","Will Ferrell","Alison Brie","Alison Brie",2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1035",40000000,6114,45.022964,215862692,128,7.1,1056,"American Zoetrope","Dracula","Francis Ford Coppola","Gary Oldman","Anthony Hopkins","Anthony Hopkins",1992,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
"1036",40000000,24803,22.853006,129540499,123,6.6,560,"Columbia Pictures","Julie & Julia","Nora Ephron","Meryl Streep","Stanley Tucci","Stanley Tucci",2009,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,224
"1037",40000000,109410,31.884559,95020213,128,6.8,787,"Warner Bros.","42","Brian Helgeland","Chadwick Boseman","Harrison Ford","Harrison Ford",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"1038",40000000,1213,31.385257,128798265,139,7,767,"Paramount Pictures","The Talented Mr. Ripley","Anthony Minghella","Matt Damon","Jude Law","Jude Law",1999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,269
"1039",40000000,100042,67.767785,169837010,110,5.4,1127,"New Line Cinema","Dumb and Dumber To","Bobby Farrelly","Jim Carrey","Rachel Melvin","Rachel Melvin",2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136
"1040",40000000,9036,24.287306,120455994,120,6.7,542,"Walt Disney","Eight Below","Frank Marshall","Paul Walker","Moon Bloodgood","Moon Bloodgood",2006,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,134
"1041",40000000,323675,25.136082,124827316,102,6.1,555,"Universal Pictures","Ride Along 2","Tim Story","Kevin Hart","Olivia Munn","Olivia Munn",2016,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"1042",40000000,9361,37.776566,75505856,112,7.1,732,"Morgan Creek Productions","The Last of the Mohicans","Michael Mann","Daniel Day-Lewis","Russell Means","Russell Means",1992,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1043",40000000,1677,21.743321,124731534,152,7.2,467,"Universal Pictures","Ray","Taylor Hackford","Jamie Foxx","Regina King","Regina King",2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,286
"1044",40000000,187,66.003433,158733820,124,7.2,2691,"Dimension Films","Sin City","Robert Rodriguez","Jessica Alba","Clive Owen","Clive Owen",2005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20
"1045",40000000,7461,24.862767,151161491,90,6.2,716,"Columbia Pictures","Vantage Point","Pete Travis","Dennis Quaid","Forest Whitaker","Forest Whitaker",2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224
"1046",40000000,9889,29.854773,141069860,114,5.7,731,"Twentieth Century Fox ","Shallow Hal","Bobby Farrelly","Gwyneth Paltrow","Jason Alexander","Jason Alexander",2001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,161
"1047",40000000,11565,17.61292,138259062,99,5.4,371,"Twentieth Century Fox ","Big Momma's House 2","John Whitesell","Martin Lawrence","Emily Procter","Emily Procter",2006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,161
"1048",57000000,6073,21.021809,147845033,123,5.8,441,"DreamWorks SKG","The Mexican","Gore Verbinski","Brad Pitt","James Gandolfini","James Gandolfini",2001,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54
"1049",20000000,16996,52.571674,136267476,102,6.1,1350,"New Line Cinema","17 Again","Burr Steers","Zac Efron","Matthew Perry","Matthew Perry",2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136
"1050",40000000,193610,34.519636,196781193,109,6.2,1437,"Twentieth Century Fox ","The Other Woman","Nick Cassavetes","Cameron Diaz","Kate Upton","Kate Upton",2014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,161
"1051",40000000,19912,32.478077,186167139,82,5.4,831,"New Line Cinema","The Final Destination","David R. Ellis","Bobby Campo","Nick Zano","Nick Zano",2009,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,136
"1052",40000000,296098,48.445978,165478348,141,7.2,2583,"DreamWorks SKG","Bridge of Spies","Steven Spielberg","Tom Hanks","Amy Ryan","Amy Ryan",2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,54
"1053",40000000,8007,24.012986,91753202,106,6,457,"Twentieth Century Fox ","Behind Enemy Lines","John Moore","Owen Wilson","Gabriel Macht","Gabriel Macht",2001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,161
"1054",40000000,32823,17.869443,90029656,109,5.9,612,"Universal Pictures","Get Him to the Greek","Nicholas Stoller","Jonah Hill","Rose Byrne","Rose Byrne",2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"1055",50000000,4380,14.231899,170128460,107,5.9,297,"Miramax Films","Shall We Dance?","Peter Chelsom","Richard Gere","Susan Sarandon","Susan Sarandon",2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,61
"1056",40000000,11551,23.088571,54682547,110,6.2,511,"Universal Pictures","Small Soldiers","Joe Dante","Gregory Smith","Denis Leary","Denis Leary",1998,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,286
"1057",40000000,10336,19.833664,87840042,96,5,336,"New Line Cinema","Spawn","Mark A.Z. Dippé","Michael Jai White","John Leguizamo","John Leguizamo",1997,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136
"1058",35000000,11362,26.595983,75395048,131,7.3,453,"Spyglass Entertainment","The Count of Monte Cristo","Kevin Reynolds","Jim Caviezel","Richard Harris","Richard Harris",2002,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"1059",40000000,50348,26.072228,85412898,119,7,902,"Lakeshore Entertainment","The Lincoln Lawyer","Brad Furman","Matthew McConaughey","Ryan Phillippe","Ryan Phillippe",2011,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,21
"1060",30000000,48138,38.643914,130786397,113,6.5,1265,"Studio Babelsberg","Unknown","Jaume Collet-Serra","Liam Neeson","January Jones","January Jones",2011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15
"1061",40000000,1124,74.440708,109676311,130,8,4391,"Warner Bros.","The Prestige","Christopher Nolan","Hugh Jackman","Michael Caine","Michael Caine",2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,128
"1062",42000000,227159,82.185281,107670357,108,6.1,1536,"New Line Cinema","Horrible Bosses 2","Sean Anders","Jason Bateman","Charlie Day","Charlie Day",2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136
"1063",40000000,1579,41.570047,120175290,139,7.3,1221,"Icon Productions","Apocalypto","Mel Gibson","Rudy Youngblood","Gerardo Taracena","Gerardo Taracena",2006,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1064",40000000,708,23.331459,191185897,130,6.2,440,"United Artists","The Living Daylights","John Glen","Timothy Dalton","Jeroen Krabbé","Jeroen Krabbé",1987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61
"1065",40000000,34851,47.649554,126248813,107,6,1206,"Twentieth Century Fox ","Predators","Nimród Antal","Topher Grace","Laurence Fishburne","Laurence Fishburne",2010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161
"1066",40000000,1586,32.908414,92913171,96,6.4,972,"Columbia Pictures","Secret Window","David Koepp","Johnny Depp","Timothy Hutton","Timothy Hutton",2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,224
"1067",40000000,2044,29.88736,114830111,99,6.5,670,"Village Roadshow Pictures","The Lake House","Alejandro Agresti","Keanu Reeves","Shohreh Aghdashloo","Shohreh Aghdashloo",2006,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,65
"1068",43000000,9913,29.105407,91974818,104,6.4,573,"Universal Pictures","The Skeleton Key","Iain Softley","Kate Hudson","Peter Sarsgaard","Peter Sarsgaard",2005,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,286
"1069",0,71864,16.394452,51854875,105,6.5,386,"Walt Disney","The Odd Life of Timothy Green","Peter Hedges","Jennifer Garner","Ron Livingston","Ron Livingston",2012,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,134
"1070",40000000,10761,19.574774,84601681,101,6,394,"Columbia Pictures","Made of Honor","Paul Weiland","Patrick Dempsey","Kevin McKidd","Kevin McKidd",2008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,224
"1071",40000000,209451,14.199933,67347013,134,6.8,255,"Warner Bros.","Jersey Boys","Clint Eastwood","Christopher Walken","Freya Tingley","Freya Tingley",2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,128
"1072",40000000,11975,12.229516,45916769,135,6.7,235,"Paramount Pictures","The Rainmaker","Francis Ford Coppola","Matt Damon","Jon Voight","Jon Voight",1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,269
"1073",40000000,4970,27.303608,141591324,98,5.8,629,"Columbia Pictures","Gothika","Mathieu Kassovitz","Halle Berry","Charles S. Dutton","Charles S. Dutton",2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,224
"1074",36000000,11831,3.698276,7.4e+07,155,6.8,316,"DreamWorks SKG","Amistad","Steven Spielberg","Morgan Freeman","Anthony Hopkins","Anthony Hopkins",1997,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,54
"1075",40000000,440,39.381913,41797066,94,4.9,740,"Twentieth Century Fox ","Aliens vs Predator: Requiem","Colin Strause","Steven Pasquale","John Ortiz","John Ortiz",2007,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,161
"1076",40000000,11172,17.659032,145896422,96,6.2,554,"Village Roadshow Pictures","Music and Lyrics","Marc Lawrence","Drew Barrymore","Scott Porter","Scott Porter",2007,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,65
"1077",40000000,39513,43.151268,97552050,104,6.5,1789,"Universal Pictures","Paul","Greg Mottola","Seth Rogen","Nick Frost","Nick Frost",2011,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,286
"1078",40000000,82687,15.283444,41863726,95,5.4,284,"Paramount Pictures","The Guilt Trip","Anne Fletcher","Seth Rogen","Yvonne Strahovski","Yvonne Strahovski",2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"1079",40000000,41446,35.21926,97138686,111,6.1,902,"Dimension Films","Scream 4","Wes Craven","David Arquette","Courteney Cox","Courteney Cox",2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20
"1080",40000000,8224,25.580272,96618699,123,6.1,474,"Columbia Pictures","8MM","Joel Schumacher","Nicolas Cage","James Gandolfini","James Gandolfini",1999,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,224
